 -3.  0.141693234 0.177179307
 -2.  0.106269926 0.212615162
 -1.  0.177116543 0.283486873
  0.  0.177116543 0.283486873
  1.  0.141693234 0.248051032
  2.  0.212539852 0.248051032
  3.  0.283386469 0.212615162
  4.  0.212539852 0.177179307
  5.  0.247963175 0.106307581
  6.  0.318809777 0.177179307
  7.  0.247963175 0.141743436
  8.  0.389656395 0.141743436
  9.  0.460503012 0.141743436
  10.  0.637619555 0.141743436
  11.  0.743889511 0.0708717182
  12.  0.779312789 0.106307581
  13.  0.708466172 0.141743436
  14.  0.637619555 0.141743436
  15.  0.460503012 0.177179307
  16.  0.389656395 0.177179307
  17.  0.318809777 0.177179307
  18.  0.247963175 0.212615162
  19.  0.283386469 0.212615162
  20.  0.354233086 0.212615162
  21.  0.318809777 0.248051032
  22.  0.283386469 0.283486873
  23.  0.318809777 0.248051032
  24.  0.354233086 0.248051032
  25.  0.531349599 0.283486873
  26.  0.49592635 0.212615162
  27.  0.566772938 0.212615162
  28.  0.566772938 0.212615162
  29.  0.531349599 0.177179307
  30.  0.425079703 0.106307581
  31.  0.49592635 0.141743436
  32.  0.460503012 0.106307581
  33.  0.389656395 0.106307581
  34.  0.460503012 0.141743436
  35.  0.425079703 0.141743436
  36.  0.354233086 0.141743436
  37.  0.425079703 0.248051032
  38.  0.531349599 0.248051032
  39.  0.460503012 0.212615162
  40.  0.389656395 0.248051032
  41.  0.460503012 0.212615162
  42.  0.460503012 0.0708717182
  43.  0.318809777 0.0708717182
  44.  0.318809777 0.141743436
  45.  0.283386469 0.106307581
  46.  0.247963175 0.106307581
  47.  0.177116543 0.106307581
  48.  0.177116543 0.0708717182
  49.  0.141693234 0.0708717182
  50.  0.141693234 0.0708717182
  51.  0.212539852 0.106307581
  52.  0.389656395 0.141743436
  53.  0.425079703 0.177179307
  54.  0.460503012 0.106307581
  55.  0.460503012 0.106307581
  56.  0.354233086 0.106307581
  57.  0.212539852 0.106307581
  58.  0.177116543 0.141743436
  59.  0.212539852 0.177179307
  60.  0.212539852 0.354358613
  61.  0.212539852 0.318922758
  62.  0.212539852 0.283486873
  63.  0.389656395 0.283486873
  64.  0.389656395 0.318922758
  65.  0.425079703 0.248051032
  66.  0.49592635 0.283486873
  67.  0.460503012 0.318922758
  68.  0.389656395 0.425230324
  69.  0.460503012 0.425230324
  70.  0.531349599 0.318922758
  71.  0.531349599 0.318922758
  72.  0.637619555 0.283486873
  73.  0.602196276 0.141743436
  74.  0.602196276 0.0708717182
  75.  0.566772938 0.106307581
  76.  0.531349599 0.106307581
  77.  0.531349599 0.106307581
  78.  0.531349599 0.0708717182
  79.  0.460503012 0.106307581
  80.  0.389656395 0.106307581
  81.  0.425079703 0.106307581
  82.  0.354233086 0.141743436
  83.  0.318809777 0.177179307
  84.  0.318809777 0.177179307
  85.  0.354233086 0.177179307
  86.  0.283386469 0.141743436
  87.  0.212539852 0.141743436
  88.  0.354233086 0.106307581
  89.  0.354233086 0.141743436
  90.  0.354233086 0.106307581
  91.  0.460503012 0.141743436
  92.  0.49592635 0.141743436
