 -30.  0.111248463 0.168939799
 -29.  0.115368769 0.177180767
 -28.  0.119489081 0.181301251
 -27.  0.131850019 0.152457863
 -26.  0.119489081 0.18542172
 -25.  0.123609394 0.189542204
 -24.  0.119489081 0.18542172
 -23.  0.103007831 0.177180767
 -22.  0.094767198 0.18542172
 -21.  0.103007831 0.189542204
 -20.  0.111248463 0.201903656
 -19.  0.103007831 0.197783187
 -18.  0.0906468928 0.214265108
 -17.  0.098887518 0.222506076
 -16.  0.0865265802 0.201903656
 -15.  0.0865265802 0.168939799
 -14.  0.094767198 0.168939799
 -13.  0.107128136 0.160698831
 -12.  0.0865265802 0.131855458
 -11.  0.0906468928 0.135975942
 -10.  0.0824062601 0.148337379
 -9.  0.0782859474 0.14421691
 -8.  0.0865265802 0.135975942
 -7.  0.115368769 0.14421691
 -6.  0.131850019 0.14421691
 -5.  0.115368769 0.14421691
 -4.  0.098887518 0.14421691
 -3.  0.098887518 0.14421691
 -2.  0.0865265802 0.189542204
 -1.  0.0659250095 0.189542204
  0.  0.0782859474 0.210144624
  1.  0.107128136 0.218385592
  2.  0.160692215 0.226626575
  3.  0.230737537 0.189542204
  4.  0.296662539 0.18542172
  5.  0.391429752 0.181301251
  6.  0.506798506 0.168939799
  7.  0.64688915 0.177180767
  8.  0.786979795 0.189542204
  9.  0.95591265 0.238988012
  10.  1.13720644 0.238988012
  11.  1.34322202 0.243108481
  12.  1.41738772 0.234867513
  13.  1.50391436 0.214265108
  14.  1.51215494 0.16481933
  15.  1.45035028 0.177180767
  16.  1.24433458 0.181301251
  17.  1.11248457 0.168939799
  18.  0.97651428 0.181301251
  19.  0.902348578 0.206024155
  20.  0.898228288 0.177180767
  21.  1.05480015 0.177180767
  22.  1.11248457 0.234867513
  23.  1.18665016 0.251349449
  24.  1.23197365 0.243108481
  25.  1.20725179 0.263710916
  26.  1.05480015 0.284313321
  27.  0.96827352 0.234867513
  28.  0.873506367 0.201903656
  29.  0.778739214 0.24722898
  30.  0.704573572 0.226626575
  31.  0.65512979 0.234867513
  32.  0.62628758 0.271951884
  33.  0.527400076 0.296674758
  34.  0.498557895 0.238988012
  35.  0.453234464 0.271951884
  36.  0.424392253 0.263710916
  37.  0.399670362 0.251349449
  38.  0.387309432 0.226626575
  39.  0.395550072 0.222506076
  40.  0.362587571 0.189542204
  41.  0.366707861 0.160698831
  42.  0.358467251 0.14421691
  43.  0.370828182 0.16481933
  44.  0.33374536 0.181301251
  45.  0.33786568 0.197783187
  46.  0.292542219 0.222506076
  47.  0.276060998 0.222506076
  48.  0.267820358 0.206024155
  49.  0.234857857 0.168939799
  50.  0.230737537 0.131855458
  51.  0.247218788 0.119494006
  52.  0.280181289 0.148337379
  53.  0.288421929 0.173060283
  54.  0.33786568 0.201903656
  55.  0.358467251 0.222506076
  56.  0.428512543 0.230747044
  57.  0.432632864 0.193662703
  58.  0.473836005 0.181301251
  59.  0.457354784 0.18542172
  60.  0.440873474 0.177180767
  61.  0.399670362 0.16481933
  62.  0.370828182 0.181301251
  63.  0.32550475 0.168939799
  64.  0.32138443 0.160698831
  65.  0.32550475 0.168939799
  66.  0.358467251 0.160698831
  67.  0.391429752 0.148337379
  68.  0.420271933 0.16481933
  69.  0.399670362 0.168939799
  70.  0.403790683 0.16481933
  71.  0.350226611 0.181301251
  72.  0.32138443 0.197783187
  73.  0.288421929 0.189542204
  74.  0.31314379 0.193662703
  75.  0.32138443 0.206024155
  76.  0.32962504 0.18542172
  77.  0.362587571 0.18542172
  78.  0.358467251 0.181301251
  79.  0.350226611 0.148337379
  80.  0.346106321 0.14421691
  81.  0.33786568 0.156578347
  82.  0.292542219 0.131855458
  83.  0.309023499 0.148337379
  84.  0.31314379 0.16481933
  85.  0.309023499 0.160698831
  86.  0.309023499 0.177180767
  87.  0.346106321 0.168939799
  88.  0.346106321 0.168939799
  89.  0.346106321 0.18542172
  90.  0.370828182 0.177180767
  91.  0.362587571 0.148337379
  92.  0.358467251 0.14421691
