  0.  0.199203193 0.0997008979
  1.  0.199203193 0.0997008979
  2.  0.29880479 0.
  3.  0.29880479 0.
  4.  0.398406386 0.0997008979
  5.  0.59760958 0.199401796
  6.  0.996015966 0.199401796
  7.  1.69322717 0.199401796
  8.  2.29083681 0.199401796
  9.  2.49003983 0.0997008979
  10.  2.58964157 0.0997008979
  11.  3.18725109 0.0997008979
  12.  2.98804784 0.0997008979
  13.  2.98804784 0.199401796
  14.  3.18725109 0.199401796
  15.  3.2868526 0.0997008979
  16.  2.49003983 0.0997008979
  17.  1.99203193 0.0997008979
  18.  1.59362555 0.
  19.  2.49003983 0.
  20.  2.09163356 0.
  21.  1.99203193 0.
  22.  2.09163356 0.199401796
  23.  2.29083681 0.199401796
  24.  1.09561753 0.299102694
  25.  1.09561753 0.299102694
  26.  1.09561753 0.299102694
  27.  0.896414399 0.0997008979
  28.  0.398406386 0.0997008979
  29.  0.199203193 0.
  30.  0.0996015966 0.
  31.  0. 0.0997008979
  32.  0. 0.199401796
  33.  0.0996015966 0.199401796
  34.  0.199203193 0.199401796
  35.  0.29880479 0.199401796
  36.  0.29880479 0.199401796
  37.  0.59760958 0.0997008979
  38.  0.59760958 0.0997008979
  39.  0.697211146 0.199401796
  40.  0.59760958 0.299102694
  41.  0.59760958 0.299102694
  42.  0.398406386 0.299102694
  43.  0.29880479 0.398803592
  44.  0.29880479 0.299102694
  45.  0.29880479 0.199401796
  46.  0.29880479 0.0997008979
  47.  0.29880479 0.0997008979
  48.  0.29880479 0.
  49.  0.199203193 0.
  50.  0.29880479 0.
  51.  0.29880479 0.
  52.  0.29880479 0.
  53.  0.29880479 0.0997008979
  54.  0.199203193 0.0997008979
  55.  0.199203193 0.0997008979
  56.  0.199203193 0.199401796
  57.  0.0996015966 0.199401796
  58.  0.29880479 0.0997008979
  59.  0.398406386 0.199401796
  60.  0.29880479 0.398803592
  61.  0.398406386 0.398803592
  62.  0.398406386 0.398803592
  63.  0.199203193 0.398803592
  64.  0.199203193 0.299102694
  65.  0.29880479 0.0997008979
  66.  0.29880479 0.
  67.  0.398406386 0.
  68.  0.398406386 0.
  69.  0.398406386 0.
  70.  0.398406386 0.
  71.  0.398406386 0.0997008979
  72.  0.29880479 0.199401796
  73.  0.29880479 0.299102694
  74.  0.398406386 0.299102694
  75.  0.498007983 0.398803592
  76.  0.59760958 0.299102694
  77.  0.796812773 0.199401796
  78.  0.796812773 0.0997008979
  79.  0.59760958 0.0997008979
  80.  0.398406386 0.
  81.  0.199203193 0.
  82.  0.199203193 0.
  83.  0.199203193 0.
  84.  0.398406386 0.
  85.  0.59760958 0.0997008979
  86.  0.59760958 0.0997008979
  87.  0.398406386 0.0997008979
  88.  0.398406386 0.199401796
  89.  0.29880479 0.199401796
  90.  0.398406386 0.199401796
  91.  0.398406386 0.199401796
  92.  0.398406386 0.199401796
